StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
1438,59,Male,Warehouse,Shift Supervisor,Southeast,Part-Time,Evening,25,13.39,194,3,23,9,4.3,
1439,45,Male,Supply Chain,Logistics Coordinator,West Coast,Full-Time,Rotating,35,19.67,110,4,39,69,6.2,
1440,65,Male,Sales Floor,Department Lead,West Coast,Full-Time,Rotating,35,19.09,25,5,37,89,5.0,2.7
1441,25,Male,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,45,13.14,66,2,30,34,3.2,4.1
1442,28,Non-Binary,Warehouse,Shift Supervisor,Midwest,Full-Time,Morning,35,22.35,43,2,15,23,4.0,
1443,58,Non-Binary,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,50,25.43,185,4,13,24,6.9,
1444,32,Male,Sales Floor,Store Associate,Southeast,Full-Time,Evening,50,30.53,36,4,39,87,6.5,2.7
1445,19,Female,Supply Chain,Buyer,Midwest,Full-Time,Rotating,40,25.33,6,2,24,15,3.5,
1446,39,Male,IT,IT Support,Southeast,Part-Time,Morning,25,25.89,144,5,28,39,5.8,
1447,62,Male,Sales Floor,Department Lead,Southeast,Part-Time,Rotating,30,15.1,174,4,3,37,4.7,2.7
1448,62,Female,Warehouse,Shift Supervisor,Southwest,Full-Time,Evening,40,16.36,3,2,39,66,3.2,
1449,32,Non-Binary,Warehouse,Shift Supervisor,West Coast,Full-Time,Rotating,40,30.22,127,2,19,27,4.7,
1450,26,Non-Binary,Marketing,Social Media Coordinator,Northeast,Full-Time,Afternoon,35,28.43,95,5,39,75,6.6,
1451,44,Male,Sales Floor,Department Lead,Northeast,Part-Time,Morning,25,21.16,181,1,0,42,3.9,3.5
1452,50,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Morning,20,29.02,69,1,24,49,6.2,3.2
1453,29,Female,Marketing,Brand Analyst,Northeast,Part-Time,Evening,30,24.96,7,1,30,69,4.6,
1454,44,Male,HR,HR Generalist,Northeast,Full-Time,Rotating,50,30.39,149,2,15,29,4.5,
1455,62,Female,HR,Training Coordinator,Southwest,Part-Time,Afternoon,30,29.25,36,3,4,25,5.1,
1456,63,Male,Customer Service,Call Center Agent,Southeast,Full-Time,Evening,45,30.56,142,1,21,10,5.2,2.8
1457,18,Non-Binary,Marketing,Social Media Coordinator,Southwest,Full-Time,Morning,40,36.75,1,2,37,86,5.1,
1458,27,Non-Binary,Customer Service,CS Manager,Southeast,Part-Time,Rotating,20,14.21,48,4,25,90,3.9,3.5
1459,57,Non-Binary,Sales Floor,Store Associate,Midwest,Full-Time,Rotating,45,29.77,130,5,6,66,7.7,4.7
1460,23,Female,HR,Recruiter,Southwest,Part-Time,Morning,30,23.15,48,2,24,54,4.4,
1461,47,Female,Sales Floor,Store Manager,Midwest,Part-Time,Evening,25,16.66,180,4,29,75,5.8,4.1
1462,39,Female,Warehouse,Warehouse Worker,Northeast,Part-Time,Evening,30,24.9,239,4,0,81,5.4,
1463,19,Non-Binary,Customer Service,Call Center Agent,Southwest,Full-Time,Morning,35,22.9,12,5,24,17,5.5,4.2
1464,36,Female,Warehouse,Warehouse Worker,Southwest,Part-Time,Morning,25,23.97,139,2,31,30,5.7,
1465,41,Male,Customer Service,Returns Specialist,Southwest,Part-Time,Afternoon,25,17.84,204,4,20,76,6.2,3.4
1466,36,Female,HR,HR Manager,West Coast,Full-Time,Evening,45,25.77,212,1,25,71,5.5,
1467,53,Non-Binary,IT,IT Manager,Southeast,Part-Time,Morning,30,32.4,222,5,30,87,5.6,
1468,48,Non-Binary,Sales Floor,Store Manager,Southeast,Part-Time,Rotating,25,29.9,224,5,18,82,6.7,3.5
1469,44,Non-Binary,Marketing,Brand Analyst,West Coast,Part-Time,Rotating,25,23.84,76,4,22,34,5.4,
1470,23,Male,Customer Service,Returns Specialist,Northeast,Part-Time,Rotating,30,31.01,52,3,17,12,4.6,4.6
1471,57,Male,Supply Chain,Demand Planner,Southwest,Full-Time,Rotating,50,15.25,107,4,32,35,6.3,
1472,29,Male,Sales Floor,Cashier,West Coast,Full-Time,Afternoon,35,22.0,78,2,2,10,4.7,2.7
1473,45,Non-Binary,Warehouse,Warehouse Worker,Midwest,Full-Time,Morning,40,26.49,150,4,0,14,7.8,
1474,36,Male,Marketing,Brand Analyst,Midwest,Part-Time,Rotating,30,37.77,21,3,2,5,5.1,
1475,20,Non-Binary,Customer Service,CS Manager,Northeast,Part-Time,Evening,30,25.9,9,4,34,47,7.2,3.8
1476,40,Male,IT,IT Support,Southwest,Full-Time,Rotating,40,24.65,185,3,8,86,5.9,
1477,63,Male,Supply Chain,Demand Planner,Northeast,Full-Time,Rotating,45,15.46,97,4,1,40,5.7,
1478,57,Female,IT,IT Support,Southwest,Part-Time,Afternoon,25,33.12,100,2,15,10,5.9,
1479,44,Male,HR,HR Generalist,Northeast,Part-Time,Rotating,30,28.33,172,1,14,59,6.1,
1480,26,Female,Customer Service,CS Representative,Northeast,Full-Time,Afternoon,45,26.18,13,5,24,35,6.7,3.4
1481,43,Female,Customer Service,CS Representative,Midwest,Part-Time,Afternoon,30,20.88,2,4,36,43,5.6,2.5
1482,42,Male,HR,HR Manager,Midwest,Part-Time,Rotating,20,31.24,110,4,11,16,7.0,
1483,42,Female,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Morning,40,14.69,22,3,32,5,3.4,2.8
1484,60,Non-Binary,Marketing,Marketing Manager,Midwest,Full-Time,Morning,40,34.31,20,1,38,7,3.8,
1485,23,Female,Supply Chain,Demand Planner,West Coast,Part-Time,Afternoon,20,14.58,39,1,5,76,3.3,
1486,46,Male,Sales Floor,Store Associate,West Coast,Part-Time,Rotating,30,20.22,225,2,17,18,3.2,4.8
1487,21,Female,IT,POS Technician,Northeast,Full-Time,Evening,45,35.9,7,2,10,28,5.8,
1488,63,Female,HR,Training Coordinator,Northeast,Full-Time,Rotating,35,30.09,191,1,22,78,5.0,
1489,42,Male,Marketing,Brand Analyst,West Coast,Full-Time,Afternoon,40,30.01,17,3,37,20,5.1,
1490,35,Non-Binary,HR,HR Manager,Southeast,Full-Time,Rotating,40,27.6,90,1,32,27,5.0,
1491,30,Non-Binary,Sales Floor,Cashier,Northeast,Full-Time,Afternoon,50,26.37,88,2,9,38,4.2,3.6
1492,41,Non-Binary,Sales Floor,Department Lead,West Coast,Part-Time,Afternoon,30,12.51,149,4,36,25,5.6,4.3
1493,64,Non-Binary,Customer Service,CS Representative,Northeast,Full-Time,Afternoon,45,24.99,113,1,11,60,3.3,3.1
1494,27,Male,Warehouse,Shift Supervisor,Northeast,Part-Time,Evening,20,27.72,19,4,10,17,6.1,
1495,37,Male,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Afternoon,40,28.74,182,3,4,47,5.8,3.1
1496,21,Male,Marketing,Digital Marketing Specialist,Southeast,Part-Time,Afternoon,20,25.28,31,5,33,65,7.8,
1497,27,Female,Sales Floor,Store Associate,Midwest,Full-Time,Rotating,40,22.09,30,5,0,6,5.6,2.6
1498,63,Male,Customer Service,Returns Specialist,Southeast,Full-Time,Rotating,40,24.13,118,3,9,52,5.2,3.7
1499,37,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Afternoon,25,26.3,18,3,16,73,5.8,4.1
1500,34,Male,Sales Floor,Visual Merchandiser,Midwest,Full-Time,Afternoon,40,16.1,72,2,23,76,4.9,3.1
1501,27,Non-Binary,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Morning,35,31.93,82,4,17,73,6.8,4.7
1502,62,Non-Binary,Customer Service,Returns Specialist,Southwest,Full-Time,Rotating,40,28.49,3,4,31,68,6.2,3.3
1503,32,Female,Warehouse,Shift Supervisor,West Coast,Part-Time,Afternoon,25,21.43,95,1,7,6,3.3,
1504,54,Non-Binary,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Rotating,30,31.97,223,2,5,58,5.5,3.6
1505,57,Non-Binary,Marketing,Social Media Coordinator,Midwest,Full-Time,Morning,35,42.79,30,3,7,81,5.8,
1506,42,Female,Finance,Payroll Specialist,Northeast,Part-Time,Rotating,20,36.19,178,1,30,88,3.8,
1507,25,Female,Sales Floor,Cashier,Southwest,Part-Time,Afternoon,20,26.3,77,3,31,30,6.5,4.9
1508,53,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Afternoon,40,31.27,53,5,23,19,7.0,3.3
1509,30,Male,Marketing,Brand Analyst,Midwest,Part-Time,Afternoon,25,27.05,35,3,7,58,6.2,
1510,48,Non-Binary,Marketing,Social Media Coordinator,Southwest,Full-Time,Afternoon,40,43.25,204,4,7,69,7.7,
1511,38,Female,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,50,19.19,107,2,38,25,3.5,
1512,65,Male,Supply Chain,Logistics Coordinator,Midwest,Full-Time,Evening,50,18.12,95,4,25,71,4.7,
1513,32,Non-Binary,Customer Service,Call Center Agent,West Coast,Part-Time,Morning,20,24.95,2,4,11,19,5.9,4.6
1514,20,Non-Binary,Sales Floor,Store Associate,Southeast,Full-Time,Morning,45,31.33,23,3,28,26,6.2,4.1
1515,52,Non-Binary,Sales Floor,Store Associate,Northeast,Part-Time,Rotating,20,14.16,211,4,17,12,4.9,4.6
1516,36,Male,Supply Chain,Buyer,Northeast,Full-Time,Rotating,45,16.83,165,1,15,20,4.5,
1517,51,Male,Warehouse,Forklift Operator,Southeast,Full-Time,Evening,35,30.46,81,2,14,59,5.9,
1518,49,Male,Sales Floor,Store Manager,Northeast,Full-Time,Afternoon,50,14.11,162,2,34,78,2.2,4.6
1519,23,Female,Customer Service,Returns Specialist,West Coast,Full-Time,Rotating,50,24.5,17,1,21,53,2.7,3.5
1520,50,Male,Customer Service,Call Center Agent,Southwest,Full-Time,Evening,40,15.95,135,4,17,46,5.6,4.5
1521,33,Non-Binary,IT,IT Manager,Southeast,Part-Time,Morning,20,28.27,57,1,24,90,4.0,
1522,25,Non-Binary,Sales Floor,Store Manager,Northeast,Full-Time,Morning,40,12.24,17,1,8,80,3.9,2.5
1523,24,Female,Sales Floor,Cashier,Midwest,Part-Time,Rotating,30,28.52,39,4,2,68,5.7,4.1
1524,23,Non-Binary,Sales Floor,Cashier,Midwest,Part-Time,Afternoon,30,16.79,17,3,27,26,4.3,3.3
1525,43,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Morning,20,21.74,100,5,0,78,6.7,4.5
1526,53,Non-Binary,Sales Floor,Store Manager,Midwest,Part-Time,Evening,25,13.93,26,3,39,43,4.1,4.5
1527,45,Female,IT,IT Manager,Midwest,Part-Time,Evening,30,37.42,2,5,20,53,7.8,
1528,28,Male,Warehouse,Shift Supervisor,Northeast,Part-Time,Evening,20,31.67,32,3,8,27,6.9,
1529,48,Female,Customer Service,Returns Specialist,Northeast,Full-Time,Afternoon,40,28.21,111,1,9,18,4.5,2.9
1530,26,Non-Binary,Sales Floor,Store Associate,West Coast,Full-Time,Morning,40,22.95,39,4,32,65,4.7,3.4
1531,31,Non-Binary,Sales Floor,Cashier,Southeast,Part-Time,Rotating,25,21.86,11,4,4,69,5.2,4.1
1532,38,Female,Warehouse,Inventory Analyst,Southeast,Full-Time,Evening,45,28.17,137,3,40,84,5.8,
1533,33,Non-Binary,Sales Floor,Store Associate,Midwest,Part-Time,Rotating,25,17.74,141,5,32,42,6.1,2.5
1534,65,Non-Binary,Sales Floor,Department Lead,Midwest,Full-Time,Evening,40,29.71,40,4,37,29,6.8,2.6
1535,40,Non-Binary,Marketing,Marketing Manager,Midwest,Full-Time,Morning,45,29.81,5,3,21,39,6.1,
1536,42,Non-Binary,Marketing,Digital Marketing Specialist,West Coast,Full-Time,Afternoon,35,43.17,89,4,26,69,8.1,
1537,40,Male,Sales Floor,Department Lead,Northeast,Part-Time,Afternoon,30,31.98,26,3,23,38,6.5,3.0
1538,39,Male,Supply Chain,Demand Planner,West Coast,Full-Time,Afternoon,40,20.56,6,2,24,74,3.3,
1539,37,Non-Binary,Sales Floor,Department Lead,Midwest,Full-Time,Morning,40,28.68,193,3,24,8,5.8,4.4
1540,44,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Rotating,45,15.95,222,4,24,11,4.8,4.0
1541,39,Non-Binary,Customer Service,Returns Specialist,Midwest,Part-Time,Evening,25,31.99,164,2,5,81,5.7,4.5
1542,25,Non-Binary,Sales Floor,Store Associate,West Coast,Part-Time,Morning,25,21.78,16,5,1,9,6.4,3.0
1543,62,Female,Customer Service,CS Representative,West Coast,Full-Time,Rotating,45,25.87,104,4,27,70,5.7,3.5
1544,32,Male,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Morning,40,21.81,137,5,2,18,5.9,4.5
1545,42,Non-Binary,IT,Systems Administrator,Midwest,Full-Time,Evening,35,42.14,160,2,37,45,4.9,
1546,60,Male,Sales Floor,Department Lead,Southeast,Full-Time,Evening,35,23.42,240,1,2,31,3.9,2.9
1547,60,Male,Supply Chain,Demand Planner,Southwest,Part-Time,Rotating,20,14.21,138,2,32,50,3.4,
1548,23,Non-Binary,Finance,Controller,Southwest,Part-Time,Afternoon,30,28.8,20,2,26,68,5.4,
1549,19,Female,HR,HR Generalist,Northeast,Part-Time,Morning,20,29.75,9,4,17,84,6.9,
1550,40,Female,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Evening,25,15.0,104,2,5,61,3.5,3.3
1551,40,Male,HR,HR Manager,Southeast,Part-Time,Evening,30,29.89,105,4,12,37,5.7,
1552,28,Male,Sales Floor,Store Associate,Northeast,Part-Time,Afternoon,20,27.8,33,4,29,53,6.7,4.5
1553,48,Female,Warehouse,Receiving Clerk,Midwest,Part-Time,Rotating,30,14.22,140,2,32,44,4.2,
1554,63,Female,Sales Floor,Store Manager,Northeast,Part-Time,Evening,20,26.83,160,4,35,77,7.3,3.2
1555,36,Non-Binary,Sales Floor,Cashier,West Coast,Full-Time,Morning,40,19.68,195,5,8,62,5.8,3.1
1556,55,Male,Supply Chain,Buyer,Northeast,Full-Time,Afternoon,45,16.22,120,1,38,71,5.1,
1557,52,Non-Binary,Marketing,Digital Marketing Specialist,West Coast,Full-Time,Afternoon,35,32.25,93,2,17,44,4.7,
1558,34,Non-Binary,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,45,23.35,146,1,0,14,4.0,3.1
1559,40,Male,Customer Service,Returns Specialist,West Coast,Part-Time,Morning,25,20.51,139,5,33,57,6.0,4.9
1560,24,Female,Sales Floor,Store Manager,Midwest,Full-Time,Afternoon,40,18.57,10,3,16,78,5.4,2.9
1561,23,Male,Warehouse,Warehouse Worker,Southeast,Full-Time,Rotating,35,14.05,31,1,13,25,2.2,
1562,32,Male,Sales Floor,Department Lead,Southeast,Full-Time,Evening,35,17.51,113,3,23,88,6.1,3.4
1563,22,Female,HR,Recruiter,Northeast,Full-Time,Evening,40,17.24,27,5,29,55,5.6,
1564,43,Female,Marketing,Marketing Manager,Southwest,Part-Time,Evening,30,24.14,239,4,9,76,6.4,
1565,23,Non-Binary,Sales Floor,Store Associate,Southwest,Full-Time,Rotating,45,15.2,20,2,38,41,3.5,4.9
1566,36,Non-Binary,HR,HR Generalist,Southwest,Full-Time,Evening,45,13.97,203,1,21,39,2.9,
1567,35,Non-Binary,HR,HR Generalist,West Coast,Part-Time,Afternoon,20,31.66,197,4,39,55,8.1,
1568,45,Female,Warehouse,Receiving Clerk,West Coast,Part-Time,Morning,25,14.11,85,4,1,89,4.3,
1569,49,Female,Marketing,Marketing Manager,Southwest,Full-Time,Rotating,45,23.13,18,5,33,60,5.0,
1570,29,Female,Sales Floor,Cashier,West Coast,Full-Time,Afternoon,50,31.87,6,2,33,51,5.5,4.6
1571,60,Female,Supply Chain,Buyer,Northeast,Part-Time,Morning,30,27.7,95,5,21,16,6.3,
1572,35,Non-Binary,IT,IT Manager,Southeast,Full-Time,Morning,40,38.05,131,5,25,57,7.7,
1573,30,Non-Binary,Warehouse,Warehouse Worker,Southeast,Full-Time,Afternoon,40,17.74,25,2,24,76,4.6,
1574,47,Non-Binary,Warehouse,Receiving Clerk,Midwest,Full-Time,Afternoon,45,24.7,25,5,22,64,4.5,
1575,58,Non-Binary,IT,POS Technician,Northeast,Full-Time,Afternoon,40,43.66,38,2,14,71,5.0,
1576,52,Male,IT,IT Support,Southeast,Full-Time,Evening,40,40.96,30,3,0,78,6.3,
1577,54,Male,Marketing,Social Media Coordinator,Southeast,Part-Time,Afternoon,30,40.03,42,3,12,61,5.2,
1578,29,Non-Binary,Marketing,Brand Analyst,Southeast,Full-Time,Afternoon,35,44.34,114,4,25,64,5.8,
1579,47,Male,Warehouse,Warehouse Worker,Southeast,Full-Time,Afternoon,35,17.11,83,1,32,71,4.8,
1580,21,Male,Customer Service,CS Representative,Southwest,Full-Time,Rotating,35,23.68,18,5,5,79,6.3,2.8
1581,19,Male,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,40,20.95,1,1,10,72,3.7,
1582,49,Male,IT,IT Manager,West Coast,Full-Time,Rotating,35,29.27,1,2,19,27,6.2,
1583,24,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Afternoon,50,21.44,3,1,2,80,3.8,4.6
1584,19,Male,Marketing,Digital Marketing Specialist,Southwest,Part-Time,Afternoon,25,41.64,10,5,3,35,7.5,
1585,59,Female,Warehouse,Receiving Clerk,West Coast,Full-Time,Morning,50,26.93,56,3,22,8,4.7,
1586,41,Male,Customer Service,Call Center Agent,West Coast,Full-Time,Morning,40,21.86,142,3,26,88,5.4,3.8
1587,43,Female,Sales Floor,Store Manager,West Coast,Full-Time,Afternoon,45,12.17,66,4,5,67,5.3,3.5
1588,23,Female,Supply Chain,Logistics Coordinator,Southwest,Part-Time,Afternoon,30,12.51,59,1,27,90,4.5,
1589,24,Male,Marketing,Marketing Manager,West Coast,Part-Time,Rotating,20,39.02,13,1,37,56,4.8,
1590,29,Male,Warehouse,Inventory Analyst,Southwest,Part-Time,Afternoon,20,15.9,5,3,4,9,5.8,
1591,55,Male,Sales Floor,Store Manager,Southeast,Part-Time,Evening,20,18.88,92,5,24,41,5.6,3.6
1592,35,Female,Marketing,Social Media Coordinator,Southeast,Full-Time,Rotating,45,33.32,203,2,4,72,5.1,
1593,36,Female,Sales Floor,Store Manager,Southwest,Full-Time,Evening,35,23.54,74,4,30,30,6.0,2.7
1594,35,Non-Binary,Sales Floor,Store Associate,Northeast,Full-Time,Rotating,40,27.47,7,4,24,44,5.8,4.7
1595,47,Male,HR,Training Coordinator,Southeast,Full-Time,Afternoon,40,14.86,30,4,3,58,4.7,
1596,62,Male,Sales Floor,Store Manager,Midwest,Full-Time,Morning,35,29.67,114,1,17,69,4.8,2.6
1597,45,Female,Sales Floor,Department Lead,Midwest,Full-Time,Rotating,45,16.36,79,5,2,16,4.4,3.7
1598,63,Female,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,40,18.31,123,4,29,50,5.8,
1599,54,Male,Warehouse,Shift Supervisor,Midwest,Part-Time,Morning,25,26.05,183,1,25,79,6.3,
1600,25,Female,Sales Floor,Store Manager,Southeast,Full-Time,Evening,40,15.99,55,3,18,86,4.3,2.8
1601,36,Female,Warehouse,Warehouse Worker,Northeast,Part-Time,Afternoon,30,24.42,147,1,21,69,4.9,
1602,55,Male,Warehouse,Inventory Analyst,Southwest,Full-Time,Evening,40,13.71,15,2,30,57,3.2,
1603,31,Female,Sales Floor,Cashier,West Coast,Part-Time,Morning,20,12.99,66,5,21,12,4.9,3.4
1604,20,Male,Sales Floor,Cashier,Midwest,Part-Time,Evening,25,26.56,5,1,35,47,5.0,4.2
1605,39,Female,Sales Floor,Store Associate,Midwest,Full-Time,Evening,40,28.9,234,5,11,39,6.4,4.4
1606,20,Male,Supply Chain,Demand Planner,Southwest,Part-Time,Morning,25,21.41,4,1,13,21,4.3,
1607,30,Female,Marketing,Digital Marketing Specialist,West Coast,Full-Time,Morning,45,41.01,102,5,7,65,7.0,
1608,24,Female,Finance,Accountant,Northeast,Full-Time,Rotating,40,30.73,38,1,31,35,4.9,
1609,38,Male,Warehouse,Forklift Operator,Midwest,Full-Time,Rotating,50,16.47,161,2,6,24,3.1,
1610,42,Male,Warehouse,Inventory Analyst,Southwest,Part-Time,Rotating,25,24.09,179,2,24,27,5.0,
1611,36,Male,HR,HR Generalist,Northeast,Full-Time,Morning,40,12.19,108,5,17,81,4.2,
1612,48,Female,Warehouse,Warehouse Worker,Northeast,Full-Time,Morning,50,29.01,76,2,23,35,3.4,
1613,61,Non-Binary,Warehouse,Receiving Clerk,Northeast,Full-Time,Rotating,40,19.73,1,5,9,48,6.0,
1614,27,Non-Binary,Warehouse,Shift Supervisor,Northeast,Full-Time,Evening,40,21.73,26,1,21,5,3.4,
1615,26,Female,Marketing,Marketing Manager,Southwest,Full-Time,Evening,50,29.22,73,2,24,59,4.4,
1616,31,Non-Binary,Marketing,Social Media Coordinator,Southeast,Part-Time,Rotating,30,24.71,140,1,11,15,4.4,
1617,54,Female,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Afternoon,45,31.71,67,2,34,70,5.6,3.8
1618,53,Male,Sales Floor,Store Associate,Southeast,Part-Time,Rotating,30,21.21,169,4,17,74,6.2,4.8
1619,65,Male,Customer Service,CS Manager,Midwest,Part-Time,Afternoon,25,18.5,73,5,33,44,6.0,2.6
1620,43,Non-Binary,Marketing,Social Media Coordinator,Northeast,Full-Time,Afternoon,45,38.18,180,2,39,19,5.8,
1621,40,Female,Marketing,Social Media Coordinator,Midwest,Full-Time,Evening,45,37.64,203,1,12,89,4.8,
1622,56,Male,Warehouse,Forklift Operator,Southwest,Full-Time,Evening,50,14.28,212,2,38,87,3.3,
1623,64,Non-Binary,Warehouse,Warehouse Worker,West Coast,Full-Time,Evening,40,31.03,187,1,39,80,4.3,
1624,24,Male,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,45,12.87,16,1,16,62,2.6,
1625,25,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Afternoon,30,29.12,61,5,16,38,6.4,2.8
1626,38,Non-Binary,Finance,Financial Analyst,Midwest,Full-Time,Morning,50,41.94,157,5,36,52,7.2,
1627,45,Female,Supply Chain,Logistics Coordinator,Midwest,Part-Time,Afternoon,30,14.48,193,5,13,65,4.9,
1628,19,Non-Binary,HR,Recruiter,Midwest,Part-Time,Afternoon,25,31.13,7,1,14,52,5.7,
1629,60,Non-Binary,Customer Service,Call Center Agent,West Coast,Full-Time,Morning,40,29.15,85,4,40,28,6.8,4.8
1630,41,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Morning,40,23.37,153,5,33,45,6.8,4.2
1631,20,Female,Sales Floor,Cashier,Southwest,Full-Time,Evening,40,27.86,6,5,20,45,7.4,3.2
1632,29,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Afternoon,40,25.14,29,5,25,62,6.8,4.7
1633,65,Female,Sales Floor,Store Associate,Southwest,Part-Time,Afternoon,25,12.07,56,1,38,50,3.3,2.7
1634,59,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Morning,30,20.28,213,3,27,86,5.4,2.7
1635,36,Male,Marketing,Digital Marketing Specialist,Southwest,Part-Time,Rotating,20,26.89,210,4,15,71,6.7,
1636,34,Non-Binary,Marketing,Brand Analyst,West Coast,Part-Time,Evening,25,34.22,6,5,26,47,6.5,
1637,28,Non-Binary,Warehouse,Warehouse Worker,Southwest,Full-Time,Evening,45,13.16,60,2,18,16,3.7,
1638,19,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Evening,20,13.73,4,5,28,38,6.0,4.0
1639,60,Male,Warehouse,Shift Supervisor,Midwest,Full-Time,Morning,45,25.84,67,1,40,27,5.6,
1640,29,Non-Binary,Warehouse,Inventory Analyst,Midwest,Full-Time,Morning,40,30.95,67,5,11,11,7.4,
1641,40,Female,IT,Systems Administrator,West Coast,Part-Time,Morning,20,36.27,49,1,22,21,5.1,
1642,54,Non-Binary,Warehouse,Warehouse Worker,West Coast,Full-Time,Morning,40,30.67,109,1,13,67,5.3,
1643,18,Non-Binary,Finance,Accountant,Southwest,Full-Time,Morning,50,23.38,1,4,18,8,4.1,
1644,60,Female,Marketing,Marketing Manager,Northeast,Part-Time,Evening,20,28.29,76,5,36,29,5.7,
1645,28,Male,Warehouse,Inventory Analyst,Midwest,Full-Time,Evening,40,13.6,20,2,16,15,4.0,
1646,26,Non-Binary,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,35,16.38,50,2,30,35,4.7,
1647,52,Male,Marketing,Social Media Coordinator,West Coast,Part-Time,Rotating,20,44.29,83,5,17,46,7.4,
1648,54,Non-Binary,Finance,Financial Analyst,Southwest,Part-Time,Rotating,30,44.21,171,2,38,37,4.9,
1649,37,Female,Sales Floor,Cashier,West Coast,Full-Time,Rotating,45,22.04,85,1,10,34,4.8,3.1
1650,59,Male,Marketing,Brand Analyst,Northeast,Full-Time,Afternoon,40,23.73,173,1,32,36,5.5,
1651,48,Non-Binary,Customer Service,CS Representative,Southeast,Part-Time,Morning,25,12.88,136,5,17,40,5.3,3.6
1652,26,Male,Sales Floor,Cashier,Southwest,Full-Time,Morning,40,27.71,12,1,0,77,4.9,2.7
1653,22,Non-Binary,Warehouse,Receiving Clerk,Southeast,Part-Time,Evening,30,18.0,27,4,11,6,4.9,
1654,37,Non-Binary,Customer Service,Call Center Agent,Southwest,Part-Time,Morning,30,21.16,191,2,11,69,4.5,3.6
1655,35,Non-Binary,IT,Systems Administrator,Northeast,Part-Time,Afternoon,30,23.65,145,1,31,30,5.5,
1656,46,Female,Finance,Accountant,Southeast,Part-Time,Rotating,25,40.24,121,3,12,63,5.9,
1657,62,Female,Supply Chain,Buyer,Northeast,Full-Time,Morning,40,23.49,89,1,1,68,5.4,
1658,57,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Morning,25,31.37,209,1,28,53,5.6,2.9
1659,60,Male,Supply Chain,Buyer,West Coast,Full-Time,Rotating,50,12.9,163,2,23,33,2.0,
1660,43,Male,Finance,Financial Analyst,West Coast,Full-Time,Morning,45,40.05,98,2,35,86,5.6,
1661,25,Non-Binary,Customer Service,Returns Specialist,Southwest,Full-Time,Morning,35,28.83,20,4,11,82,6.9,4.9
1662,28,Non-Binary,Sales Floor,Store Manager,Midwest,Full-Time,Morning,40,17.31,68,3,18,42,4.3,3.5
1663,51,Female,Customer Service,Call Center Agent,West Coast,Full-Time,Evening,50,31.43,148,2,9,14,4.7,4.0
1664,56,Female,Sales Floor,Store Associate,Southwest,Part-Time,Afternoon,30,25.82,84,4,16,49,6.6,4.4
1665,43,Male,Marketing,Brand Analyst,Northeast,Part-Time,Afternoon,20,38.47,239,4,18,17,6.5,
1666,26,Non-Binary,Sales Floor,Cashier,Midwest,Full-Time,Afternoon,40,12.78,15,4,1,52,3.5,4.5
1667,18,Male,HR,HR Manager,West Coast,Full-Time,Morning,40,13.04,1,5,32,6,3.8,
1668,53,Non-Binary,Warehouse,Forklift Operator,Northeast,Full-Time,Rotating,45,14.92,178,4,38,59,4.4,
1669,23,Female,Marketing,Social Media Coordinator,Northeast,Full-Time,Evening,40,30.55,48,5,20,39,7.3,
1670,28,Female,Sales Floor,Cashier,West Coast,Full-Time,Afternoon,35,26.39,15,3,9,56,4.8,4.9
1671,50,Male,Warehouse,Receiving Clerk,Southwest,Part-Time,Rotating,25,12.54,62,1,27,37,1.6,
1672,63,Female,Marketing,Marketing Manager,West Coast,Part-Time,Afternoon,30,27.25,105,1,19,35,5.8,
1673,65,Female,Customer Service,Returns Specialist,Southeast,Part-Time,Afternoon,20,23.13,165,5,31,53,5.3,4.9
